Title,Address,District,PostingDate,PostType,Price,Area,Direction,Bedrooms,Bathrooms,Floors,Width_meters,Legal,Interior,Entrancewidth,Area_m2,Price_ty,Bedrooms_n,Bathrooms_n,Floors_n,PropertyType,Legal_cat,Interior_cat,Direction_cat,Price_per_m2,log_Price,log_Area
"Bán gấp nhà phân lô phố Yên Lãng, Q. Đống Đa: 45m2 x 5 tầng, ô tô, kinh doanh, giá chào 18.4 tỷ","Đường Yên Lãng, Phường Thịnh Quang, Đống Đa, Hà Nội",Đống Đa,20/12/2024,Nhà riêng tại đường Yên Lãng,"18,4 tỷ",45 m²,0,4 phòng,4 phòng,5 tầng,"5,2 m",Sổ đỏ/ Sổ hồng,Cơ bản,5 m,45.0,18.4,4.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,408.8888888888889,2.91235066461494,3.8066624897703196
"Trung tâm Thanh Xuân, ô tô đỗ cửa! Bán nhà phố Vương Thừa Vũ 60m2 4 tầng MT 4.5m chỉ 14.5 tỷ có TL","Ngõ 164, Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội",Thanh Xuân,20/12/2024,Nhà riêng tại đường Vương Thừa Vũ,"14,5 tỷ",60 m²,0,3 phòng,3 phòng,4 tầng,"4,5 m",Sổ đỏ/ Sổ hồng,Cao Cấp,"3,5 m",60.0,14.5,3.0,3.0,4.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,241.66666666666666,2.6741486494265287,4.0943445622221
"Chính chủ bán căn góc 2N + full nội thất giá 3,6 tỷ tại Vinhomes Smart City","Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,12/12/2024,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,"3,6 tỷ","69,2 m²",0,3 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,69.2,3.6,3.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,52.02312138728323,1.2809338454620642,4.237000862623624
VC em cần bán căn DT 81m2 3PN 2VS - full đồ nhà vừa sửa - BC mát - giá từ 5 tỷ CC Eco Lake View,"Dự án Eco Lake View, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",Hoàng Mai,20/12/2024,Căn hộ chung cư tại Eco Lake View,"4,5 tỷ",81 m²,Tây - Bắc,3 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,0,81.0,4.5,3.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Tây - Bắc,55.55555555555556,1.5040773967762742,4.394449154672439
Chính chủ cần bán trước Tết căn góc 3N toà S202 ban công Đông Nam full nội thất,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,14/12/2024,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,"4,15 tỷ","81,8 m²",0,3 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,81.8,4.15,3.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,50.73349633251834,1.423108334242607,4.404277243608702
"Chuyên bán căn hộ CC The Canopy Harmony - Vinhomes Smart City giá tốt nhất thị trường, tư vấn 24/7","Dự án The Canopy Residences - Vinhomes Smart City, Quận Nam Từ Liêm, Hà Nội",Nam Từ Liêm,20/12/2024,Căn hộ chung cư tại The Canopy Residences - Vinhomes Smart City,"3,3 tỷ",50 m²,Tây - Bắc,2 phòng,1 phòng,0,0,Hợp đồng mua bán,Cơ bản,0,50.0,3.3,2.0,1.0,1.0,Căn hộ chung cư,HĐMB,Cơ bản,Tây - Bắc,66.0,1.1939224684724346,3.912023005428146
"Bán nhà đẹp đơn lập 5T tại ngay Tân Tây Đô - Tân Lập, ngõ nông ô tô đậu gần. Giá 3,55tỷ 0988 192 ***","Xã Tân Lập, Đan Phượng, Hà Nội",Đan Phượng,20/12/2024,Nhà riêng tại xã Tân Lập,"3,55 tỷ",34 m²,0,4 phòng,4 phòng,5 tầng,0,Sổ đỏ/ Sổ hồng,Cơ bản,0,34.0,3.55,4.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,104.41176470588235,1.2669476034873244,3.5263605246161616
"Bán chung cư Blugen Tứ Hiệp, Hoàng Mai 3PN, 2WC, 90m2 giá 4 tỷ 950, view đẹp, ở sướng","BlueGem Tower, Nguyễn Bặc, Tứ Hiệp, Thanh Trì, Hà Nội",Thanh Trì,20/12/2024,Căn hộ chung cư tại BlueGem Tower,"4,95 tỷ",90 m²,0,3 phòng,2 phòng,0,0,Hợp đồng mua bán,0,0,90.0,4.95,3.0,2.0,1.0,Căn hộ chung cư,HĐMB,Chưa rõ,Chưa rõ,55.0,1.599387576580599,4.499809670330265
"Bán nhà Kv Văn Quán Mỗ Lao, vị trí đẹp, 40 m2 nhỉnh 5 tỷ","Phường Văn Quán, Hà Đông, Hà Nội",Hà Đông,20/12/2024,Nhà riêng tại phường Văn Quán,"5,1 tỷ",40 m²,0,3 phòng,3 phòng,5 tầng,4 m,Sổ đỏ/ Sổ hồng,Full nội thất.,4 m,40.0,5.1,3.0,3.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,127.5,1.62924053973028,3.6888794541139363
"(Hiếm) - phân lô Vĩnh Phúc - Ba Đình - 86m2 - 4T - ôtô vào nhà, giá 14,3 tỷ","Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",Ba Đình,20/12/2024,Nhà riêng tại đường Vĩnh Phúc,"14,3 tỷ",86 m²,0,4 phòng,4 phòng,4 tầng,"4,9 m",0,0,6 m,86.0,14.3,4.0,4.0,4.0,Nhà riêng,Chưa rõ,Chưa rõ,Chưa rõ,166.27906976744185,2.6602595372658615,4.454347296253507
"Bán nhà Văn Miếu quận Đống Đa, vài bước sang quận Hoàn Kiếm, nội thất 5 sao sang trọng 7 tỷ 3","Phố Văn Miếu, Phường Văn Miếu, Đống Đa, Hà Nội",Đống Đa,15/12/2024,Nhà riêng tại phố Văn Miếu,"7,3 tỷ",37 m²,0,3 phòng,0,5 tầng,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,37.0,7.3,3.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,197.2972972972973,1.9878743481543455,3.6109179126442243
"Bán nhà 173 Hoàng Hoa Thám, 32m2 sổ, 5 tầng mới, 3 phòng ngủ, 4 WC, ngõ rộng gần ô tô, 5.9 tỷ","Ngõ 173, Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",Ba Đình,14/12/2024,Nhà riêng tại đường Hoàng Hoa Thám,"5,9 tỷ",32 m²,0,3 phòng,4 phòng,5 tầng,"3,3 m",Sổ đỏ/ Sổ hồng,Đầy đủ,"2,5 m",32.0,5.9,3.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,184.375,1.7749523509116738,3.4657359027997265
"Nhà đẹp Vân Lũng An Khánh 35m2 x 5T ô tô đậu cửa, ngõ thông. Giá 4,65 tỷ. Lh 0988 192 ***","Đường Vân Lũng, Xã An Khánh, Hoài Đức, Hà Nội",Hoài Đức,20/12/2024,Nhà riêng tại đường Vân Lũng,"4,65 tỷ",35 m²,0,3 phòng,4 phòng,5 tầng,4 m,Sổ đỏ/ Sổ hồng,Cơ bản,3 m,35.0,4.65,3.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,132.85714285714286,1.536867219599265,3.5553480614894135
"Cần bán gấp nhà đẹp liền kề Phú Mỹ Ngô Quyền - Hà Đông - 93m2, 5 tầng thang máy - full nội thất","Dự án Khu nhà ở Phú Mỹ, Đường Ngô Quyền, Phường Vạn Phúc, Hà Đông, Hà Nội",Hà Đông,20/12/2024,"Nhà biệt thự, liền kề tại Khu nhà ở Phú Mỹ","26,5 tỷ",93 m²,0,4 phòng,4 phòng,5 tầng,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,93.0,26.5,4.0,4.0,5.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,284.9462365591398,3.2771447329921766,4.532599493153256
"Bán căn góc 4 ngủ rộng, tầng đẹp, ban công thông mát, để lại đầy đủ đồ nội thất, LH: 0906 241 ***","Dự án FLC Landmark Tower, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,16/12/2024,Căn hộ chung cư tại FLC Landmark Tower,"7,2 tỷ",159 m²,Đông - Nam,4 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,159.0,7.2,4.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Đông - Nam,45.283018867924525,1.9740810260220096,5.0689042022202315
"Bán nhà Lạc Trung, ngõ ô tô rộng hơn 3m, cách phố 20m, 34m2, full nội thất, chỉ 6.4 tỷ","Phố Lạc Trung, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,20/12/2024,Nhà riêng tại phố Lạc Trung,"6,4 tỷ",34 m²,0,3 phòng,3 phòng,4 tầng,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ.,3 m,34.0,6.4,3.0,3.0,4.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,188.23529411764707,1.8562979903656263,3.5263605246161616
Chính chủ bán cắt lỗ căn 2N1WC rẻ nhất thị trường Vinhomes Ocean Park,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Gia Lâm,16/12/2024,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"2,6 tỷ",54 m²,Đông - Nam,2 phòng,1 phòng,0,0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,0,54.0,2.6,2.0,1.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Đông - Nam,48.148148148148145,0.9555114450274363,3.9889840465642745
"Chính chủ sang nhượng 2 suất ngoại giao, ký HĐ trực tiếp CĐT, giá cực kỳ hữu nghị, LH: 0983 180 ***","Handico Complex, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,20/12/2024,Căn hộ chung cư tại Handico Complex,"8,9 tỷ",98 m²,0,3 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,0,0,98.0,8.9,3.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,90.81632653061224,2.186051276738094,4.584967478670572
"Bán nhanh căn hộ chung cư Sun Square - 21 Lê Đức Thọ, DT 90m2 - 3PN, giá 5.9 tỷ, LH: 0906 241 ***","Dự án Sun Square, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,14/12/2024,Căn hộ chung cư tại Sun Square,"5,9 tỷ",90 m²,Đông - Nam,3 phòng,2 phòng,0,0,Sổ đỏ,0,0,90.0,5.9,3.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Chưa rõ,Đông - Nam,65.55555555555556,1.7749523509116738,4.499809670330265
"Bán gấp CC Gemek Tower, 3,14 tỷ, 66m2, 2PN, 2WC, Hoài Đức, Hà Nội","Gemek Tower, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",Hoài Đức,20/12/2024,Căn hộ chung cư tại Gemek Tower,"3,14 tỷ",66 m²,Tây - Nam,2 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,66.0,3.14,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Tây - Nam,47.57575757575758,1.144222799920162,4.189654742026425
Tôi chính chủ cần bán căn hộ tòa A6 Nam Trung Yên. Nhà chưa ở full nội thất 0989 996 ***,"Dự án Nam Trung Yên, Đường Phạm Hùng, Phường Trung Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,20/12/2024,Căn hộ chung cư tại Khu đô thị Nam Trung Yên,"4,15 tỷ",60 m²,Tây - Nam,2 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,60.0,4.15,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Tây - Nam,69.16666666666667,1.423108334242607,4.0943445622221
Chính chủ bán cắt lỗ căn 2N góc full đồ Luxury rẻ nhất thị trường Vinhomes Ocean Park,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Gia Lâm,18/12/2024,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"3,45 tỷ",63 m²,Đông - Bắc,2 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ.,0,63.0,3.45,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Đông - Bắc,54.76190476190476,1.2383742310432684,4.143134726391533
"Chính chủ cần bán căn góc 2PN + 1, 2WC tòa S2.07 Vinhomes Ocean Park giá 3,05 tỷ LH 0986 784 ***","Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Gia Lâm,12/12/2024,Căn hộ chung cư tại The Sapphire 2 - Vinhomes Ocean Park,"3,35 tỷ","67,9 m²",Đông - Bắc,2 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ.,0,67.9,3.35,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Đông - Bắc,49.33726067746686,1.208960345836975,4.21803603456465
"Hiếm, bán nhanh căn góc, C37, 120m2, giá chỉ 6 tỷ (rẻ hơn thị trường 300 triệu), LH 0985 542 ***","Dự án C37 Bộ Công An - Bắc Hà Tower, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,20/12/2024,Căn hộ chung cư tại C37 Bộ Công An - Bắc Hà Tower,6 tỷ,120 m²,0,3 phòng,2 phòng,0,0,0,0,0,120.0,6.0,3.0,2.0,1.0,Căn hộ chung cư,Chưa rõ,Chưa rõ,Chưa rõ,50.0,1.791759469228055,4.787491742782046
"Chuyên bán Dolphin Plaza - Trần Bình, Liên hệ ngay em Nam 0985 542 *** Quỹ căn giá tốt","Dự án Dolphin Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,17/12/2024,Căn hộ chung cư tại Dolphin Plaza,"7,1 tỷ",144 m²,0,2 phòng,2 phòng,0,0,Sổ đỏ,Đồ cơ bản/full,0,144.0,7.1,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,49.30555555555556,1.9600947840472698,4.969813299576001
Bán căn hộ 240m2 - 4PN view Hồ Tây đẳng cấp nhất Hà Nội,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",Tây Hồ,14/12/2024,Căn hộ chung cư tại đường Lạc Long Quân,25 tỷ,240 m²,Tây - Bắc,4 phòng,5 phòng,0,0,0,0,0,240.0,25.0,4.0,5.0,1.0,Căn hộ chung cư,Chưa rõ,Chưa rõ,Tây - Bắc,104.16666666666667,3.2188758248682006,5.480638923341991
Bán nhà trung tâm Nam Từ Liêm - văn minh - sạch sẽ - nhà mới đẹp full nội thất. Nhỉnh 8 tỷ,"Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,20/12/2024,Nhà riêng tại phường Mễ Trì,"8,5 tỷ",38 m²,0,3 phòng,3 phòng,6 tầng,4 m,"Sổ đỏ chính chủ, sẵn sàng giao dịch.",Cơ bản,35 m,38.0,8.5,3.0,3.0,6.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,223.68421052631578,2.1400661634962708,3.6375861597263857
"Hiếm, bán nhanh căn Diamond Flower, 170m2, 3PN, căn đẹp, giá 11.5 tỷ, 0985 542 ***","Diamond Flower Tower, số 48, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,09/12/2024,Căn hộ chung cư tại Diamond Flower Tower,"11,5 tỷ",170 m²,0,3 phòng,3 phòng,0,0,Sổ đỏ/ Sổ hồng,0,0,170.0,11.5,3.0,3.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,67.6470588235294,2.4423470353692043,5.135798437050262
(Hiếm) Bán nhà Gia Lâm 48m nằm sát khu đô thị Vinhomes Ocean Park Gia Lâm giá 4tỷ7. LH: 0969 808 ***,"Đường Ngô Xuân Quảng, Xã Đặng Xá, Gia Lâm, Hà Nội",Gia Lâm,20/12/2024,Nhà riêng tại đường Ngô Xuân Quảng,"4,7 tỷ",48 m²,0,2 phòng,1 phòng,1 tầng,"4,7 m",Sổ đỏ/ Sổ hồng,Cơ bản,2 m,48.0,4.7,2.0,1.0,1.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,97.91666666666667,1.547562508716013,3.871201010907891
"Hiếm, bán nhanh The Nine, 100m2, 3pn, nhà đẹp, giá chỉ 8.5 tỷ (LH 0985 542 ***","Dự án The Nine, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",Cầu Giấy,18/12/2024,Căn hộ chung cư tại Chung cư The Nine,"8,5 tỷ",100 m²,0,3 phòng,2 phòng,0,0,0,Nội thất cao cấp.,0,100.0,8.5,3.0,2.0,1.0,Căn hộ chung cư,Chưa rõ,Đầy đủ/Cao cấp,Chưa rõ,85.0,2.1400661634962708,4.605170185988092
"Bán căn hộ CC 2PN, 89m2 giá 7.3 tỷ, view pháo hoa tại The Zei Lê Đức Thọ. LH 0357 536 ***","Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,20/12/2024,Căn hộ chung cư tại The Zei Mỹ Đình,"7,3 tỷ",89 m²,0,2 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Cơ bản,0,89.0,7.3,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,82.02247191011236,1.9878743481543455,4.48863636973214
Chính chủ bán nhanh căn hộ 49m2 tòa D Vinaconex Kim Văn Kim Lũ,"Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",Hoàng Mai,20/12/2024,Căn hộ chung cư tại Khu đô thị Kim Văn - Kim Lũ (Golden Silk),62 triệu/m²,49 m²,Tây - Nam,0,1 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ.,0,49.0,3.038,2.0,1.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Tây - Nam,62.0,1.111199404173581,3.8918202981106265
"Căn 3PN 89.7m2 toà HPC 105 Tố Hữu, full nội thất đẹp","Dự án HPC Landmark 105, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Hà Đông,20/12/2024,Căn hộ chung cư tại HPC Landmark 105,"5,45 tỷ","89,7 m²",Tây,3 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,89.7,5.45,3.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Tây,60.75808249721293,1.6956156086751528,4.49647076906475
"Bán nhà phố Ngọc Lâm, Nguyễn Văn Cừ, phân lô, vỉa hè, ô tô tránh, kinh doanh, giá 11.8 tỷ","Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",Long Biên,20/12/2024,Nhà riêng tại đường Ngọc Lâm,"11,8 tỷ",40 m²,0,3 phòng,0,0,0,Sổ đỏ,0,0,40.0,11.8,3.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,295.0,2.468099531471619,3.6888794541139363
Bán nhanh căn hộ chung cư Watermark 395 Lạc Long Quân 156m2 3PN 2VS căn góc view Hồ Tây giá 15 tỷ,"Watermark Tây Hồ, 395, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",Cầu Giấy,20/12/2024,Căn hộ chung cư tại Watermark,15 tỷ,156 m²,0,3 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,156.0,15.0,3.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,96.15384615384616,2.70805020110221,5.049856007249537
Nhà đẹp Đại Mỗ Nam Từ Liêm ở ngay - an ninh tuyệt đối - hàng hiếm đẹp chốt. 35m2 * 5 tầng. 5 - 6 tỷ,"Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,20/12/2024,Nhà riêng tại phường Đại Mỗ,"5,5 tỷ",35 m²,0,3 phòng,4 phòng,5 tầng,"3,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,3 m,35.0,5.5,3.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,157.14285714285714,1.7047480922384253,3.5553480614894135
"Bán CHDV - dòng tiền - thang máy - 2 thoáng - sổ đẹp - 12 phòng khép kín full nội thất, PCCC","đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,20/12/2024,Nhà riêng tại đường Mỹ Đình,"11,6 tỷ",45 m²,0,0,0,8 tầng,4 m,0,0,0,45.0,11.6,4.0,4.0,8.0,Nhà riêng,Chưa rõ,Chưa rõ,Chưa rõ,257.77777777777777,2.451005098112319,3.8066624897703196
"Nhanh tay sở hữu căn hộ cao cấp nằm ngay tại Ba Đình, 3PN 106m2 giá chỉ từ 120tr/m2, LH 0918 033 ***","The Nelson Private Residences, Số 9 - ngõ 29, Phố Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội",Ba Đình,18/12/2024,Căn hộ chung cư tại The Nelson Private Residences,130 triệu/m²,106 m²,Tây - Nam,3 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,106.0,13.78,3.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Tây - Nam,130.0,2.6232182655855123,4.663439094112067
"Nguyễn Khuyến, Văn Quán, Hà Đông 48m2, 7 tầng, thang máy, giá 9,8 tỷ, ô tô, kinh doanh sầm uất","Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội",Hà Đông,20/12/2024,Nhà riêng tại đường Nguyễn Khuyến,"9,8 tỷ",48 m²,0,6 phòng,6 phòng,7 tầng,0,Sổ đỏ/ Sổ hồng,Đầy đủ,12 m,48.0,9.8,6.0,6.0,7.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,204.16666666666666,2.2823823856765264,3.871201010907891
"Kim Giang tòa CHDV dòng tiền sát mặt phố lớn khu vực đông đúc, sầm uất, trung tâm","Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",Hoàng Mai,20/12/2024,Nhà riêng tại đường Kim Giang,"9,15 tỷ",38 m²,Nam,6 phòng,6 phòng,6 tầng,0,Sổ đỏ/ Sổ hồng,Đầy đủ,"2,5 m",38.0,9.15,6.0,6.0,6.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Nam,240.78947368421052,2.21375387928743,3.6375861597263857
"Chính chủ căn góc 69,2m2 VinSmart toà GS giá 3,4 tỷ bao thuế phí full nội thất, view thoáng*","Dự án The Miami, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,20/12/2024,Căn hộ chung cư tại The Miami,"3,4 tỷ","69,2 m²",0,3 phòng,2 phòng,0,0,HĐMB,Full nội thất.,0,69.2,3.4,3.0,2.0,1.0,Căn hộ chung cư,HĐMB,Đầy đủ/Cao cấp,Chưa rõ,49.13294797687861,1.2237754316221157,4.237000862623624
"Bán căn 2ngủ, 80m2, Vinhomes Metropolis view vườn hoa","Dự án Vinhomes Metropolis - Liễu Giai, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",Ba Đình,17/12/2024,Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai,14 tỷ,80 m²,0,2 phòng,2 phòng,0,0,0,Để lại full nội thất.,0,80.0,14.0,2.0,2.0,1.0,Căn hộ chung cư,Chưa rõ,Đầy đủ/Cao cấp,Chưa rõ,175.0,2.6390573296152584,4.382026634673881
"Vợ chồng em cần bán căn Green Stars 2PN 69m2 ( có ban công ), full đồ đẹp 5,5 tỷ. LH: 0974 104 ***","Green Stars, 234, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,20/12/2024,Căn hộ chung cư tại Green Stars,"5,5 tỷ",69 m²,Đông - Bắc,2 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ.,0,69.0,5.5,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Đông - Bắc,79.71014492753623,1.7047480922384253,4.23410650459726
"Chính chủ bán căn stuido 34,8m2 Vinsmart City giá 1,8 tỷ full nội thất sẵn sổ không vay","Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,20/12/2024,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,"1,8 tỷ","34,8 m²",0,1 phòng,1 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ.,0,34.8,1.8,1.0,1.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,51.724137931034484,0.5877866649021191,3.5496173867804286
"CHDV - DÒNG TIỀN - THANG MÁY - 2 THOÁNG - SỔ ĐẸP - 12 PHÒNG KHÉP KÍN FULL NỘI THẤT, PCCC - 60tr/th","Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,20/12/2024,Nhà riêng tại đường Lê Đức Thọ,"11,5 tỷ",45 m²,0,0,0,4 tầng,0,Sổ đỏ/ Sổ hồng,0,0,45.0,11.5,4.0,4.0,4.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,255.55555555555554,2.4423470353692043,3.8066624897703196
